1465197749	uid:275	191	INSERT			
1465197906	uid:312	191	UPDATE	status_id	1	2
1465197906	uid:312	191	UPDATE	payment_type_id	0	1
1465197906	uid:312	191	UPDATE	staff_id	0	17
1465201317	uid:312	190	UPDATE	status_id	2	5
1465201317	uid:312	190	UPDATE	comments		думали наши услуги бессплатны
1465201628	uid:312	192	INSERT			
1465201638	uid:312	192	UPDATE	status_id	1	3
1465201754	uid:312	189	UPDATE	status_id	2	5
1465201754	uid:312	189	UPDATE	comments		проблема с МП, обратиться позже
1465201825	uid:312	182	UPDATE	status_id	2	4
1465201825	uid:312	182	UPDATE	comments	заявка на завтра 2/06 	Монтаж сетевой розетки, монтаж телефонной розетки, настройка маршрутизации Роутера

1465201825	uid:312	182	UPDATE	summ	0	2600
1465201825	uid:312	182	UPDATE	payment	0	2600
1465201882	uid:312	184	UPDATE	status_id	3	4
1465201882	uid:312	184	UPDATE	comments		Общая настройка Роутера, настройка вай фай и шифрование 

1465202021	uid:312	193	INSERT			
1465202079	uid:312	185	UPDATE	status_id	2	4
1465202079	uid:312	185	UPDATE	comments		1) предустановка Винд 7
2) установка пакета драйверов
1465202079	uid:312	185	UPDATE	summ	0	3000
1465202079	uid:312	185	UPDATE	payment	0	3000
1465202386	uid:312	187	UPDATE	status_id	2	4
1465202386	uid:312	187	UPDATE	comments		Восстановление системы из раздела recovery
1465202386	uid:312	187	UPDATE	summ	0	1000
1465202386	uid:312	187	UPDATE	payment	0	1000
1465202409	uid:312	182	UPDATE	bso	0	75
1465202432	uid:312	184	UPDATE	bso	0	76
1465202495	uid:312	181	UPDATE	bso	0	39
1465202495	uid:312	181	UPDATE	percent	0	45
1465202510	uid:312	181	UPDATE	status_id	3	4
1465203020	uid:312	183	UPDATE	status_id	1	5
1465203020	uid:312	183	UPDATE	payment_type_id	0	1
1465203020	uid:312	183	UPDATE	percent	0	
1465203263	uid:312	175	UPDATE	status_id	1	2
1465203263	uid:312	175	UPDATE	staff_id	0	14
1465203271	uid:312	180	UPDATE	status_id	1	5
1465203271	uid:312	180	UPDATE	payment_type_id	0	1
1465203271	uid:312	180	UPDATE	percent	0	
1465203534	uid:312	148	UPDATE	status_id	2	5
1465204141	uid:312	188	UPDATE	contact	Алексей	Алексей, Анжелика
1465204142	uid:312	188	UPDATE	staff_id	0	18
1465204252	uid:312	164	UPDATE	status_id	3	4
1465204266	uid:312	114	UPDATE	type_id	1	4
1465204266	uid:312	114	UPDATE	percent	0	
1465204284	uid:312	144	UPDATE	status_id	3	4
1465204350	uid:312	160	UPDATE	status_id	3	4
1465204350	uid:312	160	UPDATE	staff_id	16	12
1465204350	uid:312	160	UPDATE	payment	0	200
1465205011	uid:312	150	UPDATE	status_id	1	4
1465225510	uid:275	194	INSERT			
1465231607	uid:312	194	UPDATE	status_id	1	2
1465231607	uid:312	194	UPDATE	payment_type_id	0	1
1465231607	uid:312	194	UPDATE	staff_id	0	18
